Name	       Mass	   Gamma	    Spin    Isospin  I3      B		strange		charge
UM1672min    1.6724500    8.017e-15         1.5      0.       0.      1		-3	-1					
UM1672mnb    1.6724500    8.017e-15         1.5      0.       0.      -1	3	1
UM2250min    2.2520000    0.0550000         1.5      0.       0.      1		-3	-1
UM2250mnb    2.2520000    0.0550000         1.5      0.       0.      -1	3	1
pi1400plu    1.1376	  0.30000	    1.0	     0        0      0		0	1		
pi1400min    1.1376	  0.30000	    1.0	     0        0      0		0	-1
pi1400zer    1.1376	  0.30000	    1.0	     0        0      0		0	0
pi1600plu    1.1662	  0.30000	    1.0	     0        0      0		0	1		
pi1600min    1.1662	  0.30000	    1.0	     0        0      0		0	-1
pi1600zer    1.1662	  0.30000	    1.0	     0        0      0		0	0	
Ns1700plu    1.7000000    0.1000000         1.5      0.5      0.5    1		0	1
Ns1700zer    1.7000000    0.1000000         1.5      0.5     -0.5    1		0	0
Ns1700plb    1.7000000    0.1000000         1.5      0.5     -0.5    -1		0	-1	
Ns1700zrb    1.7000000    0.1000000         1.5      0.5      0.5    -1		0	0	
Ns1710plu    1.7100000    0.1000000         0.5      0.5      0.5    1		0	1	
Ns1710zer    1.7100000    0.1000000         0.5      0.5     -0.5    1		0	0
Ns1710plb    1.7100000    0.1000000         0.5      0.5     -0.5    -1		0	-1
Ns1710zrb    1.7100000    0.1000000         0.5      0.5      0.5    -1		0	0
Ns2600plu    2.6000000    0.6500000         5.5      0.5      0.5    1		0	1
